mean_ranks,created_at,loss,train_loss,epoch
314.0,2023-04-07 05:53:00.054637,,,
163.6999969482422,2023-04-07 05:53:00.077930,,,
106.70000457763672,2023-04-07 05:53:00.101046,,,
621.6500244140625,2023-04-07 05:53:00.124255,,,
62.60000228881836,2023-04-07 05:53:00.147300,,,
394.5500183105469,2023-04-07 05:53:00.170339,,,
113.70000457763672,2023-04-07 05:53:00.193609,,,
147.3000030517578,2023-04-07 05:53:00.216540,,,
62.70000076293945,2023-04-07 05:53:00.239890,,,
427.75,2023-04-07 05:53:00.262846,,,
513.0499877929688,2023-04-07 05:53:00.285885,,,
271.8500061035156,2023-04-07 05:53:00.309046,,,
439.5,2023-04-07 05:53:00.332451,,,
117.45000457763672,2023-04-07 05:53:00.356069,,,
117.8499984741211,2023-04-07 05:53:00.379317,,,
64.25,2023-04-07 05:53:00.402296,,,
649.25,2023-04-07 05:53:00.425522,,,
498.6000061035156,2023-04-07 05:53:00.448591,,,
484.45001220703125,2023-04-07 05:53:00.471842,,,
105.3499984741211,2023-04-07 05:53:00.494965,,,
331.8000183105469,2023-04-07 05:53:00.518357,,,
75.6500015258789,2023-04-07 05:53:00.541973,,,
824.6000366210938,2023-04-07 05:53:00.565191,,,
109.95000457763672,2023-04-07 05:53:00.588376,,,
616.75,2023-04-07 05:53:00.611500,,,
49.85000228881836,2023-04-07 05:53:00.635030,,,
77.70000457763672,2023-04-07 05:53:00.658561,,,
187.25,2023-04-07 05:53:00.682137,,,
123.25,2023-04-07 05:53:00.705451,,,
84.8499984741211,2023-04-07 05:53:00.728538,,,
151.5500030517578,2023-04-07 05:53:00.751648,,,
101.05000305175781,2023-04-07 05:53:00.775296,,,
76.5,2023-04-07 05:53:00.798513,,,
475.0,2023-04-07 05:53:00.822371,,,
49.0,2023-04-07 05:53:00.837005,,,
,2023-04-07 05:53:00.839677,,,69.0
,2023-04-07 05:53:03.621070,"tensor(3.2419, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2419, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:03.835495,,3.2419066429138184,70.0
,2023-04-07 05:53:06.530608,"tensor(3.1472, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.1472, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:07.247895,"tensor(3.1543, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.1543, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:07.953893,"tensor(3.3277, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3277, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:08.655290,"tensor(3.2959, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2959, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:09.367845,"tensor(3.2544, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2544, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:10.255452,"tensor(3.2465, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2465, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:11.146041,"tensor(3.3500, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3500, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:12.084385,"tensor(3.3002, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3002, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:12.785835,"tensor(3.2891, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2891, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:13.495130,"tensor(3.3417, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3417, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:14.202073,"tensor(3.2330, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2330, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:14.906758,"tensor(3.2988, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2988, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:15.625059,"tensor(3.3929, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3929, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:16.337478,"tensor(3.2172, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2172, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:17.045343,"tensor(3.3356, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3356, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:17.752852,"tensor(3.2529, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2529, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:18.466369,"tensor(3.3509, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3509, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:19.173505,"tensor(3.2646, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2646, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:19.884406,"tensor(3.3741, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3741, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:20.598387,"tensor(3.3944, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3944, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:21.300790,"tensor(3.3054, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3054, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:22.049906,"tensor(3.3894, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3894, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:22.962961,"tensor(3.3379, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3379, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:23.899829,"tensor(3.3929, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3929, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:24.741366,"tensor(3.4033, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4033, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:25.452417,"tensor(3.2821, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2821, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:26.154805,"tensor(3.3744, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3744, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:53:26.447763,"tensor(3.4331, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4331, device='cuda:0', grad_fn=<AddBackward0>)",
2014.8499755859375,2023-04-07 05:53:26.523663,,,
2338.300048828125,2023-04-07 05:53:26.547289,,,
930.4000244140625,2023-04-07 05:53:26.570368,,,
1796.9500732421875,2023-04-07 05:53:26.593359,,,
1182.0,2023-04-07 05:53:26.616899,,,
1714.8499755859375,2023-04-07 05:53:26.640026,,,
1117.800048828125,2023-04-07 05:53:26.663225,,,
723.75,2023-04-07 05:53:26.687232,,,
962.7000122070312,2023-04-07 05:53:26.710545,,,
1626.800048828125,2023-04-07 05:53:26.734470,,,
704.8500366210938,2023-04-07 05:53:26.757587,,,
997.2000122070312,2023-04-07 05:53:26.781184,,,
1141.9000244140625,2023-04-07 05:53:26.804322,,,
291.5500183105469,2023-04-07 05:53:26.827262,,,
414.8000183105469,2023-04-07 05:53:26.850590,,,
481.6499938964844,2023-04-07 05:53:26.873527,,,
1209.5999755859375,2023-04-07 05:53:26.898183,,,
993.6000366210938,2023-04-07 05:53:26.921544,,,
799.75,2023-04-07 05:53:26.944545,,,
970.2999877929688,2023-04-07 05:53:26.967638,,,
493.95001220703125,2023-04-07 05:53:26.990720,,,
410.3000183105469,2023-04-07 05:53:27.013880,,,
767.2999877929688,2023-04-07 05:53:27.036948,,,
676.75,2023-04-07 05:53:27.060028,,,
902.9500122070312,2023-04-07 05:53:27.083352,,,
409.0,2023-04-07 05:53:27.106399,,,
313.3500061035156,2023-04-07 05:53:27.129424,,,
924.4500122070312,2023-04-07 05:53:27.153016,,,
249.65000915527344,2023-04-07 05:53:27.176073,,,
305.5500183105469,2023-04-07 05:53:27.199409,,,
574.7000122070312,2023-04-07 05:53:27.222961,,,
364.95001220703125,2023-04-07 05:53:27.246305,,,
457.75,2023-04-07 05:53:27.269515,,,
392.1499938964844,2023-04-07 05:53:27.292578,,,
815.75,2023-04-07 05:53:27.315620,,,
263.3999938964844,2023-04-07 05:53:27.338506,,,
400.95001220703125,2023-04-07 05:53:27.361717,,,
235.0500030517578,2023-04-07 05:53:27.384591,,,
246.6999969482422,2023-04-07 05:53:27.407811,,,
222.9499969482422,2023-04-07 05:53:27.431438,,,
169.15000915527344,2023-04-07 05:53:27.454491,,,
345.1000061035156,2023-04-07 05:53:27.477573,,,
138.25,2023-04-07 05:53:27.504069,,,
278.5500183105469,2023-04-07 05:53:27.527354,,,
987.2000122070312,2023-04-07 05:53:27.550688,,,
465.3000183105469,2023-04-07 05:53:27.573749,,,
158.1999969482422,2023-04-07 05:53:27.597061,,,
193.60000610351562,2023-04-07 05:53:27.620187,,,
178.1999969482422,2023-04-07 05:53:27.643799,,,
269.3500061035156,2023-04-07 05:53:27.667133,,,
157.65000915527344,2023-04-07 05:53:27.690489,,,
959.0499877929688,2023-04-07 05:53:27.714649,,,
105.9000015258789,2023-04-07 05:53:27.738042,,,
585.4500122070312,2023-04-07 05:53:27.761102,,,
268.95001220703125,2023-04-07 05:53:27.784491,,,
138.3000030517578,2023-04-07 05:53:27.807568,,,
412.3500061035156,2023-04-07 05:53:27.830921,,,
166.65000915527344,2023-04-07 05:53:27.854237,,,
122.8499984741211,2023-04-07 05:53:27.877381,,,
169.10000610351562,2023-04-07 05:53:27.902055,,,
356.8500061035156,2023-04-07 05:53:27.925107,,,
993.8500366210938,2023-04-07 05:53:27.948183,,,
136.65000915527344,2023-04-07 05:53:27.971197,,,
466.25,2023-04-07 05:53:27.994516,,,
713.8500366210938,2023-04-07 05:53:28.017795,,,
221.0500030517578,2023-04-07 05:53:28.040764,,,
61.0,2023-04-07 05:53:28.064867,,,
127.45000457763672,2023-04-07 05:53:28.087848,,,
192.85000610351562,2023-04-07 05:53:28.111077,,,
133.6999969482422,2023-04-07 05:53:28.134341,,,
115.3499984741211,2023-04-07 05:53:28.158222,,,
358.0500183105469,2023-04-07 05:53:28.181854,,,
405.75,2023-04-07 05:53:28.205090,,,
189.0500030517578,2023-04-07 05:53:28.228242,,,
172.75,2023-04-07 05:53:28.252587,,,
60.75,2023-04-07 05:53:28.275921,,,
137.0500030517578,2023-04-07 05:53:28.299399,,,
265.6499938964844,2023-04-07 05:53:28.322490,,,
293.6499938964844,2023-04-07 05:53:28.345474,,,
73.3499984741211,2023-04-07 05:53:28.368686,,,
173.8000030517578,2023-04-07 05:53:28.391813,,,
768.0,2023-04-07 05:53:28.414997,,,
813.0,2023-04-07 05:53:28.438184,,,
107.4000015258789,2023-04-07 05:53:28.461399,,,
169.0500030517578,2023-04-07 05:53:28.484823,,,
208.40000915527344,2023-04-07 05:53:28.508636,,,
468.0,2023-04-07 05:53:28.534227,,,
93.20000457763672,2023-04-07 05:53:28.557294,,,
161.40000915527344,2023-04-07 05:53:28.580374,,,
48.10000228881836,2023-04-07 05:53:28.604258,,,
240.6999969482422,2023-04-07 05:53:28.627728,,,
95.45000457763672,2023-04-07 05:53:28.651242,,,
161.40000915527344,2023-04-07 05:53:28.674377,,,
745.9500122070312,2023-04-07 05:53:28.697574,,,
378.8000183105469,2023-04-07 05:53:28.721035,,,
563.7999877929688,2023-04-07 05:53:28.744376,,,
71.6500015258789,2023-04-07 05:53:28.768025,,,
114.05000305175781,2023-04-07 05:53:28.791898,,,
137.0500030517578,2023-04-07 05:53:28.815054,,,
187.5500030517578,2023-04-07 05:53:28.838945,,,
124.4000015258789,2023-04-07 05:53:28.861959,,,
270.95001220703125,2023-04-07 05:53:28.885437,,,
465.70001220703125,2023-04-07 05:53:28.908922,,,
131.6999969482422,2023-04-07 05:53:28.931944,,,
136.60000610351562,2023-04-07 05:53:28.955361,,,
73.55000305175781,2023-04-07 05:53:28.978326,,,
86.0999984741211,2023-04-07 05:53:29.001548,,,
645.1500244140625,2023-04-07 05:53:29.024551,,,
1226.1500244140625,2023-04-07 05:53:29.047909,,,
781.3500366210938,2023-04-07 05:53:29.071896,,,
220.3000030517578,2023-04-07 05:53:29.095135,,,
115.1500015258789,2023-04-07 05:53:29.118255,,,
68.5,2023-04-07 05:53:29.141430,,,
383.6499938964844,2023-04-07 05:53:29.164622,,,
303.8500061035156,2023-04-07 05:53:29.188334,,,
162.10000610351562,2023-04-07 05:53:29.211973,,,
621.1000366210938,2023-04-07 05:53:29.235350,,,
71.8499984741211,2023-04-07 05:53:29.258627,,,
164.5500030517578,2023-04-07 05:53:29.281826,,,
114.0999984741211,2023-04-07 05:53:29.305026,,,
158.85000610351562,2023-04-07 05:53:29.328144,,,
350.5500183105469,2023-04-07 05:53:29.351447,,,
532.9000244140625,2023-04-07 05:53:29.374557,,,
123.80000305175781,2023-04-07 05:53:29.397697,,,
670.25,2023-04-07 05:53:29.420887,,,
175.15000915527344,2023-04-07 05:53:29.444095,,,
175.35000610351562,2023-04-07 05:53:29.467288,,,
90.5999984741211,2023-04-07 05:53:29.490361,,,
156.8000030517578,2023-04-07 05:53:29.513883,,,
103.75,2023-04-07 05:53:29.542068,,,
178.65000915527344,2023-04-07 05:53:29.565265,,,
363.1499938964844,2023-04-07 05:53:29.588477,,,
270.1499938964844,2023-04-07 05:53:29.611889,,,
92.05000305175781,2023-04-07 05:53:29.635222,,,
91.80000305175781,2023-04-07 05:53:29.658734,,,
211.85000610351562,2023-04-07 05:53:29.681959,,,
135.25,2023-04-07 05:53:29.705190,,,
85.6500015258789,2023-04-07 05:53:29.728332,,,
376.8500061035156,2023-04-07 05:53:29.751537,,,
316.3999938964844,2023-04-07 05:53:29.774963,,,
107.70000457763672,2023-04-07 05:53:29.798340,,,
160.10000610351562,2023-04-07 05:53:29.821716,,,
353.1499938964844,2023-04-07 05:53:29.844713,,,
92.4000015258789,2023-04-07 05:53:29.868030,,,
80.80000305175781,2023-04-07 05:53:29.891206,,,
478.3000183105469,2023-04-07 05:53:29.914416,,,
393.8000183105469,2023-04-07 05:53:29.937677,,,
348.3999938964844,2023-04-07 05:53:29.960900,,,
104.6500015258789,2023-04-07 05:53:29.984081,,,
293.70001220703125,2023-04-07 05:53:30.007230,,,
166.65000915527344,2023-04-07 05:53:30.030436,,,
214.0500030517578,2023-04-07 05:53:30.053687,,,
478.95001220703125,2023-04-07 05:53:30.076668,,,
99.80000305175781,2023-04-07 05:53:30.099850,,,
809.75,2023-04-07 05:53:30.123154,,,
71.95000457763672,2023-04-07 05:53:30.146288,,,
117.95000457763672,2023-04-07 05:53:30.169792,,,
393.1000061035156,2023-04-07 05:53:30.192741,,,
83.20000457763672,2023-04-07 05:53:30.215975,,,
83.20000457763672,2023-04-07 05:53:30.239611,,,
244.60000610351562,2023-04-07 05:53:30.263162,,,
176.15000915527344,2023-04-07 05:53:30.286638,,,
105.9000015258789,2023-04-07 05:53:30.309766,,,
106.30000305175781,2023-04-07 05:53:30.332809,,,
740.1500244140625,2023-04-07 05:53:30.355986,,,
324.20001220703125,2023-04-07 05:53:30.379045,,,
129.60000610351562,2023-04-07 05:53:30.402188,,,
93.95000457763672,2023-04-07 05:53:30.425300,,,
469.5,2023-04-07 05:53:30.448154,,,
276.70001220703125,2023-04-07 05:53:30.471153,,,
70.75,2023-04-07 05:53:30.493930,,,
106.30000305175781,2023-04-07 05:53:30.516953,,,
433.20001220703125,2023-04-07 05:53:30.540763,,,
210.0,2023-04-07 05:53:30.566476,,,
328.6000061035156,2023-04-07 05:53:30.589584,,,
328.20001220703125,2023-04-07 05:53:30.612617,,,
268.75,2023-04-07 05:53:30.636247,,,
461.5500183105469,2023-04-07 05:53:30.659653,,,
139.40000915527344,2023-04-07 05:53:30.682701,,,
383.25,2023-04-07 05:53:30.705861,,,
126.45000457763672,2023-04-07 05:53:30.728868,,,
65.0999984741211,2023-04-07 05:53:30.752037,,,
927.4500122070312,2023-04-07 05:53:30.775168,,,
61.70000076293945,2023-04-07 05:53:30.798385,,,
126.30000305175781,2023-04-07 05:53:30.821469,,,
109.45000457763672,2023-04-07 05:53:30.844264,,,
301.0500183105469,2023-04-07 05:53:30.867306,,,
206.0,2023-04-07 05:53:30.890431,,,
526.0499877929688,2023-04-07 05:53:30.914161,,,
223.3000030517578,2023-04-07 05:53:30.937159,,,
70.30000305175781,2023-04-07 05:53:30.959861,,,
574.25,2023-04-07 05:53:30.982919,,,
77.3499984741211,2023-04-07 05:53:31.005793,,,
435.8500061035156,2023-04-07 05:53:31.028558,,,
543.6500244140625,2023-04-07 05:53:31.051690,,,
422.3500061035156,2023-04-07 05:53:31.074596,,,
113.3499984741211,2023-04-07 05:53:31.097765,,,
138.90000915527344,2023-04-07 05:53:31.120675,,,
288.3000183105469,2023-04-07 05:53:31.143605,,,
670.8500366210938,2023-04-07 05:53:31.166863,,,
85.55000305175781,2023-04-07 05:53:31.190093,,,
87.3499984741211,2023-04-07 05:53:31.213773,,,
175.10000610351562,2023-04-07 05:53:31.237004,,,
62.60000228881836,2023-04-07 05:53:31.260045,,,
254.5,2023-04-07 05:53:31.283213,,,
121.3499984741211,2023-04-07 05:53:31.306078,,,
128.9499969482422,2023-04-07 05:53:31.329145,,,
378.1499938964844,2023-04-07 05:53:31.352030,,,
294.1000061035156,2023-04-07 05:53:31.374972,,,
281.5500183105469,2023-04-07 05:53:31.398250,,,
389.3500061035156,2023-04-07 05:53:31.421317,,,
88.4000015258789,2023-04-07 05:53:31.444736,,,
137.0500030517578,2023-04-07 05:53:31.467824,,,
43.29999923706055,2023-04-07 05:53:31.490598,,,
705.1500244140625,2023-04-07 05:53:31.513920,,,
283.8999938964844,2023-04-07 05:53:31.537966,,,
106.95000457763672,2023-04-07 05:53:31.562019,,,
687.3500366210938,2023-04-07 05:53:31.586322,,,
43.45000076293945,2023-04-07 05:53:31.609366,,,
56.35000228881836,2023-04-07 05:53:31.632498,,,
122.45000457763672,2023-04-07 05:53:31.655460,,,
484.20001220703125,2023-04-07 05:53:31.678674,,,
82.9000015258789,2023-04-07 05:53:31.702233,,,
664.75,2023-04-07 05:53:31.725501,,,
131.75,2023-04-07 05:53:31.748718,,,
94.8499984741211,2023-04-07 05:53:31.771788,,,
113.6500015258789,2023-04-07 05:53:31.795022,,,
212.3000030517578,2023-04-07 05:53:31.818140,,,
165.6999969482422,2023-04-07 05:53:31.842322,,,
108.30000305175781,2023-04-07 05:53:31.865660,,,
699.9500122070312,2023-04-07 05:53:31.888874,,,
272.8999938964844,2023-04-07 05:53:31.913587,,,
125.05000305175781,2023-04-07 05:53:31.936629,,,
50.29999923706055,2023-04-07 05:53:31.959706,,,
249.60000610351562,2023-04-07 05:53:31.982946,,,
492.45001220703125,2023-04-07 05:53:32.006027,,,
228.90000915527344,2023-04-07 05:53:32.029197,,,
634.9000244140625,2023-04-07 05:53:32.052201,,,
130.5,2023-04-07 05:53:32.075073,,,
100.45000457763672,2023-04-07 05:53:32.098308,,,
240.5500030517578,2023-04-07 05:53:32.121293,,,
65.30000305175781,2023-04-07 05:53:32.144515,,,
267.5,2023-04-07 05:53:32.167718,,,
83.5,2023-04-07 05:53:32.190952,,,
499.3000183105469,2023-04-07 05:53:32.214631,,,
181.6999969482422,2023-04-07 05:53:32.237682,,,
87.6500015258789,2023-04-07 05:53:32.260883,,,
535.6000366210938,2023-04-07 05:53:32.283763,,,
913.1000366210938,2023-04-07 05:53:32.306682,,,
68.1500015258789,2023-04-07 05:53:32.330235,,,
155.15000915527344,2023-04-07 05:53:32.353389,,,
111.25,2023-04-07 05:53:32.376455,,,
46.5,2023-04-07 05:53:32.399462,,,
138.10000610351562,2023-04-07 05:53:32.422395,,,
56.75,2023-04-07 05:53:32.445970,,,
81.55000305175781,2023-04-07 05:53:32.469017,,,
109.9000015258789,2023-04-07 05:53:32.492212,,,
126.4000015258789,2023-04-07 05:53:32.515423,,,
923.1500244140625,2023-04-07 05:53:32.539822,,,
117.6500015258789,2023-04-07 05:53:32.563386,,,
117.5999984741211,2023-04-07 05:53:32.590258,,,
56.35000228881836,2023-04-07 05:53:32.614660,,,
179.60000610351562,2023-04-07 05:53:32.638473,,,
118.4000015258789,2023-04-07 05:53:32.661953,,,
157.6999969482422,2023-04-07 05:53:32.686445,,,
91.4000015258789,2023-04-07 05:53:32.710827,,,
76.4000015258789,2023-04-07 05:53:32.735409,,,
373.8000183105469,2023-04-07 05:53:32.759489,,,
563.3500366210938,2023-04-07 05:53:32.783642,,,
144.90000915527344,2023-04-07 05:53:32.808065,,,
791.5499877929688,2023-04-07 05:53:32.831963,,,
84.80000305175781,2023-04-07 05:53:32.856262,,,
105.5,2023-04-07 05:53:32.880206,,,
269.70001220703125,2023-04-07 05:53:32.904246,,,
71.95000457763672,2023-04-07 05:53:32.928114,,,
91.6500015258789,2023-04-07 05:53:32.951512,,,
375.5,2023-04-07 05:53:32.974760,,,
92.6500015258789,2023-04-07 05:53:32.998189,,,
722.0,2023-04-07 05:53:33.021400,,,
138.1999969482422,2023-04-07 05:53:33.044411,,,
375.8000183105469,2023-04-07 05:53:33.068418,,,
375.0500183105469,2023-04-07 05:53:33.091361,,,
392.5500183105469,2023-04-07 05:53:33.114263,,,
108.5999984741211,2023-04-07 05:53:33.137097,,,
851.0499877929688,2023-04-07 05:53:33.160673,,,
303.8999938964844,2023-04-07 05:53:33.183520,,,
459.25,2023-04-07 05:53:33.206486,,,
70.05000305175781,2023-04-07 05:53:33.229509,,,
304.75,2023-04-07 05:53:33.252457,,,
166.5500030517578,2023-04-07 05:53:33.276368,,,
81.95000457763672,2023-04-07 05:53:33.299190,,,
103.5,2023-04-07 05:53:33.322289,,,
665.5,2023-04-07 05:53:33.345229,,,
385.5,2023-04-07 05:53:33.368341,,,
96.5999984741211,2023-04-07 05:53:33.391457,,,
200.1999969482422,2023-04-07 05:53:33.414257,,,
107.5999984741211,2023-04-07 05:53:33.437202,,,
86.05000305175781,2023-04-07 05:53:33.460006,,,
89.6500015258789,2023-04-07 05:53:33.482751,,,
93.0999984741211,2023-04-07 05:53:33.505783,,,
182.0,2023-04-07 05:53:33.528798,,,
78.30000305175781,2023-04-07 05:53:33.551971,,,
451.75,2023-04-07 05:53:33.574685,,,
351.70001220703125,2023-04-07 05:53:33.598148,,,
61.60000228881836,2023-04-07 05:53:33.622304,,,
155.5,2023-04-07 05:53:33.645159,,,
92.3499984741211,2023-04-07 05:53:33.669142,,,
574.1000366210938,2023-04-07 05:53:33.692557,,,
507.95001220703125,2023-04-07 05:53:33.716136,,,
208.0500030517578,2023-04-07 05:53:33.739807,,,
463.75,2023-04-07 05:53:33.762882,,,
387.6499938964844,2023-04-07 05:53:33.786230,,,
128.25,2023-04-07 05:53:33.809551,,,
129.1999969482422,2023-04-07 05:53:33.832720,,,
78.8499984741211,2023-04-07 05:53:33.856101,,,
84.95000457763672,2023-04-07 05:53:33.879216,,,
474.5,2023-04-07 05:53:33.902430,,,
582.0499877929688,2023-04-07 05:53:33.925613,,,
123.5,2023-04-07 05:53:33.948668,,,
67.05000305175781,2023-04-07 05:53:33.972184,,,
541.5,2023-04-07 05:53:33.995284,,,
315.0500183105469,2023-04-07 05:53:34.018967,,,
53.45000076293945,2023-04-07 05:53:34.042306,,,
148.0,2023-04-07 05:53:34.066507,,,
211.9499969482422,2023-04-07 05:53:34.089521,,,
283.75,2023-04-07 05:53:34.112526,,,
142.10000610351562,2023-04-07 05:53:34.135929,,,
126.05000305175781,2023-04-07 05:53:34.159315,,,
262.6000061035156,2023-04-07 05:53:34.182250,,,
348.75,2023-04-07 05:53:34.205434,,,
289.95001220703125,2023-04-07 05:53:34.228373,,,
106.3499984741211,2023-04-07 05:53:34.251459,,,
117.20000457763672,2023-04-07 05:53:34.274609,,,
42.54999923706055,2023-04-07 05:53:34.297802,,,
95.4000015258789,2023-04-07 05:53:34.321171,,,
524.7000122070312,2023-04-07 05:53:34.344130,,,
68.20000457763672,2023-04-07 05:53:34.367263,,,
81.3499984741211,2023-04-07 05:53:34.390749,,,
44.70000076293945,2023-04-07 05:53:34.418156,,,
443.8500061035156,2023-04-07 05:53:34.444343,,,
148.65000915527344,2023-04-07 05:53:34.471740,,,
100.25,2023-04-07 05:53:34.499711,,,
417.6000061035156,2023-04-07 05:53:34.527151,,,
73.0999984741211,2023-04-07 05:53:34.553385,,,
350.1000061035156,2023-04-07 05:53:34.579691,,,
717.9000244140625,2023-04-07 05:53:34.605723,,,
640.4500122070312,2023-04-07 05:53:34.636593,,,
130.85000610351562,2023-04-07 05:53:34.662756,,,
133.8000030517578,2023-04-07 05:53:34.689820,,,
66.5999984741211,2023-04-07 05:53:34.716872,,,
602.4500122070312,2023-04-07 05:53:34.742921,,,
197.15000915527344,2023-04-07 05:53:34.768961,,,
222.10000610351562,2023-04-07 05:53:34.794808,,,
125.30000305175781,2023-04-07 05:53:34.820914,,,
167.10000610351562,2023-04-07 05:53:34.847016,,,
248.75,2023-04-07 05:53:34.872799,,,
107.30000305175781,2023-04-07 05:53:34.898930,,,
188.90000915527344,2023-04-07 05:53:34.926998,,,
113.05000305175781,2023-04-07 05:53:34.953197,,,
100.3499984741211,2023-04-07 05:53:34.979485,,,
40.79999923706055,2023-04-07 05:53:35.005737,,,
173.15000915527344,2023-04-07 05:53:35.032467,,,
47.04999923706055,2023-04-07 05:53:35.058713,,,
101.1500015258789,2023-04-07 05:53:35.084832,,,
91.75,2023-04-07 05:53:35.110977,,,
307.8999938964844,2023-04-07 05:53:35.137390,,,
116.25,2023-04-07 05:53:35.163786,,,
295.95001220703125,2023-04-07 05:53:35.189947,,,
54.54999923706055,2023-04-07 05:53:35.216222,,,
784.4500122070312,2023-04-07 05:53:35.242610,,,
435.1000061035156,2023-04-07 05:53:35.268854,,,
70.5,2023-04-07 05:53:35.295089,,,
56.75,2023-04-07 05:53:35.321127,,,
133.35000610351562,2023-04-07 05:53:35.347783,,,
121.45000457763672,2023-04-07 05:53:35.373812,,,
83.55000305175781,2023-04-07 05:53:35.402476,,,
106.9000015258789,2023-04-07 05:53:35.430713,,,
82.75,2023-04-07 05:53:35.456787,,,
104.0,2023-04-07 05:53:35.482541,,,
127.3499984741211,2023-04-07 05:53:35.508339,,,
431.8000183105469,2023-04-07 05:53:35.534191,,,
983.7999877929688,2023-04-07 05:53:35.560317,,,
68.5999984741211,2023-04-07 05:53:35.586104,,,
130.6999969482422,2023-04-07 05:53:35.612049,,,
70.1500015258789,2023-04-07 05:53:35.638343,,,
151.5,2023-04-07 05:53:35.666095,,,
163.9499969482422,2023-04-07 05:53:35.693385,,,
124.95000457763672,2023-04-07 05:53:35.719525,,,
302.8999938964844,2023-04-07 05:53:35.745401,,,
566.0499877929688,2023-04-07 05:53:35.771346,,,
338.6499938964844,2023-04-07 05:53:35.797265,,,
78.0,2023-04-07 05:53:35.823244,,,
114.70000457763672,2023-04-07 05:53:35.849119,,,
152.0500030517578,2023-04-07 05:53:35.874977,,,
58.54999923706055,2023-04-07 05:53:35.900749,,,
108.0999984741211,2023-04-07 05:53:35.927099,,,
513.5499877929688,2023-04-07 05:53:35.953788,,,
70.5,2023-04-07 05:53:35.980014,,,
202.3000030517578,2023-04-07 05:53:36.005740,,,
70.45000457763672,2023-04-07 05:53:36.031561,,,
